id,asset,year,rep_period,time_block_start,time_block_end,solution
1201,FI_Battery,2030,1,1,2,340.18969221715815
1202,FI_Battery,2030,1,3,4,680.0314936118259
1203,FI_Battery,2030,1,5,6,590.1999940819544
1204,FI_Battery,2030,1,7,8,680.0314936118259
1205,FI_Battery,2030,1,9,10,582.2021835873522
1206,FI_Battery,2030,1,11,12,563.9159913173237
1207,FI_Battery,2030,1,13,14,674.7706858533231
1208,FI_Battery,2030,1,15,16,680.0314936118259
1209,FI_Battery,2030,1,17,18,339.84179852682905
1210,FI_Battery,2030,1,19,20,0.0
1211,FI_Battery,2030,1,21,22,0.0
1212,FI_Battery,2030,1,23,24,0.0
1213,FI_Battery,2030,2,1,2,340.18969221715815
1214,FI_Battery,2030,2,3,4,661.8622432185828
1215,FI_Battery,2030,2,5,6,661.8622432185828
1216,FI_Battery,2030,2,7,8,661.8622432185828
1217,FI_Battery,2030,2,9,10,661.8622432185828
1218,FI_Battery,2030,2,11,12,680.0314936118259
1219,FI_Battery,2030,2,13,14,339.84180139466775
1220,FI_Battery,2030,2,15,16,0.0
1221,FI_Battery,2030,2,17,18,0.0
1222,FI_Battery,2030,2,19,20,0.0
1223,FI_Battery,2030,2,21,22,0.0
1224,FI_Battery,2030,2,23,24,0.0
1225,FI_Battery,2030,3,1,2,0.0
1226,FI_Battery,2030,3,3,4,0.0
1227,FI_Battery,2030,3,5,6,0.0
1228,FI_Battery,2030,3,7,8,0.0
1229,FI_Battery,2030,3,9,10,0.0
1230,FI_Battery,2030,3,11,12,0.0
1231,FI_Battery,2030,3,13,14,0.0
1232,FI_Battery,2030,3,15,16,0.0
1233,FI_Battery,2030,3,17,18,0.0
1234,FI_Battery,2030,3,19,20,0.0
1235,FI_Battery,2030,3,21,22,0.0
1236,FI_Battery,2030,3,23,24,0.0
1237,FI_Battery,2030,4,1,2,340.18969221715815
1238,FI_Battery,2030,4,3,4,680.0314936118259
1239,FI_Battery,2030,4,5,6,680.0314936118259
1240,FI_Battery,2030,4,7,8,470.16575915678254
1241,FI_Battery,2030,4,9,10,213.49574006049897
1242,FI_Battery,2030,4,11,12,0.0
1243,FI_Battery,2030,4,13,14,0.0
1244,FI_Battery,2030,4,15,16,0.0
1245,FI_Battery,2030,4,17,18,0.0
1246,FI_Battery,2030,4,19,20,0.0
1247,FI_Battery,2030,4,21,22,0.0
1248,FI_Battery,2030,4,23,24,0.0
1249,FI_Battery,2030,5,1,2,0.0
1250,FI_Battery,2030,5,3,4,0.0
1251,FI_Battery,2030,5,5,6,0.0
1252,FI_Battery,2030,5,7,8,0.0
1253,FI_Battery,2030,5,9,10,0.0
1254,FI_Battery,2030,5,11,12,0.0
1255,FI_Battery,2030,5,13,14,0.0
1256,FI_Battery,2030,5,15,16,0.0
1257,FI_Battery,2030,5,17,18,0.0
1258,FI_Battery,2030,5,19,20,0.0
1259,FI_Battery,2030,5,21,22,0.0
1260,FI_Battery,2030,5,23,24,0.0
1261,FI_Battery,2030,6,1,2,0.0
1262,FI_Battery,2030,6,3,4,0.0
1263,FI_Battery,2030,6,5,6,0.0
1264,FI_Battery,2030,6,7,8,0.0
1265,FI_Battery,2030,6,9,10,0.0
1266,FI_Battery,2030,6,11,12,340.18969221715815
1267,FI_Battery,2030,6,13,14,340.18969221715815
1268,FI_Battery,2030,6,15,16,140.611528292413
1269,FI_Battery,2030,6,17,18,140.611528292413
1270,FI_Battery,2030,6,19,20,0.0
1271,FI_Battery,2030,6,21,22,0.0
1272,FI_Battery,2030,6,23,24,0.0
1273,FI_Battery,2030,7,1,2,0.0
1274,FI_Battery,2030,7,3,4,0.0
1275,FI_Battery,2030,7,5,6,0.0
1276,FI_Battery,2030,7,7,8,0.0
1277,FI_Battery,2030,7,9,10,0.0
1278,FI_Battery,2030,7,11,12,0.0
1279,FI_Battery,2030,7,13,14,0.0
1280,FI_Battery,2030,7,15,16,0.0
1281,FI_Battery,2030,7,17,18,0.0
1282,FI_Battery,2030,7,19,20,0.0
1283,FI_Battery,2030,7,21,22,0.0
1284,FI_Battery,2030,7,23,24,0.0
1285,FI_Battery,2030,8,1,2,250.43912599632836
1286,FI_Battery,2030,8,3,4,250.43912599632836
1287,FI_Battery,2030,8,5,6,250.43912599632836
1288,FI_Battery,2030,8,7,8,250.43912599632836
1289,FI_Battery,2030,8,9,10,0.0
1290,FI_Battery,2030,8,11,12,340.18969221715815
1291,FI_Battery,2030,8,13,14,340.18969221715815
1292,FI_Battery,2030,8,15,16,340.18969221715815
1293,FI_Battery,2030,8,17,18,340.18969221715815
1294,FI_Battery,2030,8,19,20,0.0
1295,FI_Battery,2030,8,21,22,0.0
1296,FI_Battery,2030,8,23,24,0.0
1297,FI_Battery,2030,9,1,2,133.67518080694344
1298,FI_Battery,2030,9,3,4,473.8648730241016
1299,FI_Battery,2030,9,5,6,680.0314936118259
1300,FI_Battery,2030,9,7,8,680.0314936118259
1301,FI_Battery,2030,9,9,10,623.5240305005332
1302,FI_Battery,2030,9,11,12,314.86838867410097
1303,FI_Battery,2030,9,13,14,106.71525977781585
1304,FI_Battery,2030,9,15,16,136.4344677547797
1305,FI_Battery,2030,9,17,18,0.0
1306,FI_Battery,2030,9,19,20,0.0
1307,FI_Battery,2030,9,21,22,0.0
1308,FI_Battery,2030,9,23,24,0.0
1309,FI_Battery,2030,10,1,2,278.73760365612475
1310,FI_Battery,2030,10,3,4,618.9272958732829
1311,FI_Battery,2030,10,5,6,680.0314936118259
1312,FI_Battery,2030,10,7,8,419.2728092557784
1313,FI_Battery,2030,10,9,10,680.0314936118259
1314,FI_Battery,2030,10,11,12,680.0314936118259
1315,FI_Battery,2030,10,13,14,340.18969221715815
1316,FI_Battery,2030,10,15,16,0.0
1317,FI_Battery,2030,10,17,18,0.0
1318,FI_Battery,2030,10,19,20,0.0
1319,FI_Battery,2030,10,21,22,0.0
1320,FI_Battery,2030,10,23,24,0.0
1321,FR_Battery,2030,1,1,2,3987.7197233023708
1322,FR_Battery,2030,1,3,4,4060.4759741907965
